Route,MonthStart,Equipment,Flights,AvgTOW_kg,TotalTOW_kg,FuelBurnKg
BPS -> CNF,2025-05-01,ATR,7,21581.0,151067,7336
BPS -> CNF,2025-05-01,E1,2,42984.0,85968,4701
BPS -> CNF,2025-06-01,E2,59,50784.27118644068,2996272,116856
BPS -> CNF,2025-06-01,A320,13,61335.53846153846,797362,30245
BPS -> CNF,2025-06-01,ATR,11,20656.0,227216,11149
BPS -> CNF,2025-06-01,E1,8,44645.0,357160,19436
BPS -> CNF,2025-07-01,A320,66,61338.42424242424,4048336,150306
BPS -> CNF,2025-07-01,E2,32,50655.6875,1620982,61950
BPS -> CNF,2025-07-01,ATR,24,20169.583333333332,484070,24821
BPS -> CNF,2025-07-01,E1,1,44807.0,44807,2532
BPS -> CNF,2025-08-01,E2,63,51344.333333333336,3234693,123218
BPS -> CNF,2025-08-01,A320,22,62305.72727272727,1370726,50498
BPS -> CNF,2025-08-01,ATR,7,21606.14285714286,151243,7401
BPS -> CNF,2025-08-01,E1,4,44285.0,177140,9750
BPS -> CNF,2025-09-01,A320,54,63386.74074074074,3422884,126505
BPS -> CNF,2025-09-01,E2,50,50911.82,2545591,96898
BPS -> CNF,2025-09-01,ATR,9,21721.333333333332,195492,9428
BPS -> CNF,2025-09-01,E1,7,44329.71428571428,310308,17124
BPS -> CNF,2025-10-01,A320,86,62409.63953488372,5367229,196619
BPS -> CNF,2025-10-01,ATR,6,21638.833333333332,129833,6508
BPS -> CNF,2025-10-01,E2,6,51959.166666666664,311755,12245
BPS -> CNF,2025-10-01,E1,3,44890.666666666664,134672,7348
BPS -> CNF,2025-11-01,A320,28,62082.57142857143,1738312,64832
BPS -> CNF,2025-11-01,ATR,4,20601.5,82406,4177
BPS -> CNF,2025-11-01,E2,3,51796.666666666664,155390,5908
BPS -> REC,2024-07-01,A320,1,66908.0,66908,3871
BPS -> REC,2024-09-01,ATR,1,16812.0,16812,1373
BPS -> REC,2025-06-01,A320,1,66196.0,66196,3278
BPS -> VCP,2024-01-01,A320,25,65789.44,1644736,94068
BPS -> VCP,2024-01-01,E2,13,54117.692307692305,703530,41959
BPS -> VCP,2024-01-01,E1,2,46246.5,92493,7607
BPS -> VCP,2024-02-01,E2,15,54063.933333333334,810959,47745
BPS -> VCP,2024-02-01,A320,9,65856.44444444444,592708,34019
BPS -> VCP,2024-02-01,E1,2,47312.0,94624,10720
BPS -> VCP,2024-03-01,E2,15,54434.26666666667,816514,47635
BPS -> VCP,2024-03-01,A320,9,65423.88888888889,588815,33403
BPS -> VCP,2024-04-01,E2,17,53437.64705882353,908440,54567
BPS -> VCP,2024-04-01,E1,2,42909.5,85819,8159
BPS -> VCP,2024-04-01,A320,1,62036.0,62036,3551
BPS -> VCP,2024-05-01,E2,18,53204.27777777778,957677,55388
BPS -> VCP,2024-05-01,A320,3,65415.333333333336,196246,11604
BPS -> VCP,2024-05-01,E1,2,42174.0,84348,7088
BPS -> VCP,2024-06-01,A320,19,64187.42105263158,1219561,71075
BPS -> VCP,2024-06-01,E2,7,52537.142857142855,367760,22065
BPS -> VCP,2024-06-01,E1,1,45815.0,45815,3873
BPS -> VCP,2024-07-01,E2,26,52920.88461538462,1375943,83479
BPS -> VCP,2024-07-01,A320,14,62219.5,871073,51355
BPS -> VCP,2024-07-01,E1,3,45683.333333333336,137050,11799
BPS -> VCP,2024-08-01,A320,23,65008.52173913043,1495196,84308
BPS -> VCP,2024-08-01,E2,6,52932.5,317595,18925
BPS -> VCP,2024-08-01,E1,1,45574.0,45574,3753
BPS -> VCP,2024-09-01,A320,21,64577.09523809524,1356119,76909
BPS -> VCP,2024-09-01,E2,3,53528.0,160584,9298
BPS -> VCP,2024-09-01,E1,2,43719.0,87438,7440
BPS -> VCP,2024-09-01,A321,1,72597.0,72597,4124
BPS -> VCP,2024-10-01,A320,23,64532.391304347824,1484245,85656
BPS -> VCP,2024-10-01,E2,9,53350.333333333336,480153,28261
BPS -> VCP,2024-10-01,E1,1,46756.0,46756,4154
BPS -> VCP,2024-11-01,A320,24,65313.083333333336,1567514,89493
BPS -> VCP,2024-11-01,E2,17,52323.470588235294,889499,52985
BPS -> VCP,2024-11-01,E1,4,45074.0,180296,16188
BPS -> VCP,2024-11-01,A321,1,63247.0,63247,3773
BPS -> VCP,2024-12-01,A320,55,63280.6,3480433,203254
BPS -> VCP,2024-12-01,E2,4,52221.25,208885,10854
BPS -> VCP,2024-12-01,E1,2,43531.5,87063,7374
BPS -> VCP,2025-01-01,A320,68,65867.54411764706,4478993,258337
BPS -> VCP,2025-01-01,E2,6,54014.833333333336,324089,18884
BPS -> VCP,2025-01-01,E1,2,46370.0,92740,7919
BPS -> VCP,2025-02-01,A320,33,64946.181818181816,2143224,119404
BPS -> VCP,2025-02-01,E1,1,46064.0,46064,3784
BPS -> VCP,2025-02-01,E2,1,41651.0,41651,2729
BPS -> VCP,2025-03-01,A320,46,65201.913043478264,2999288,167803
BPS -> VCP,2025-03-01,E2,6,54315.833333333336,325895,19532
BPS -> VCP,2025-04-01,A320,36,64788.97222222222,2332403,137120
BPS -> VCP,2025-04-01,E2,1,53553.0,53553,3358
BPS -> VCP,2025-05-01,A320,41,65199.53658536585,2673181,155224
BPS -> VCP,2025-05-01,E2,1,47138.0,47138,5828
BPS -> VCP,2025-06-01,A320,45,63559.15555555555,2860162,166223
BPS -> VCP,2025-06-01,E2,1,53587.0,53587,3222
BPS -> VCP,2025-07-01,A320,70,63091.22857142857,4416386,256788
BPS -> VCP,2025-07-01,E1,7,45529.71428571428,318708,26624
BPS -> VCP,2025-07-01,E2,6,53000.333333333336,318002,18995
BPS -> VCP,2025-07-01,ATR,1,21186.0,21186,1821
BPS -> VCP,2025-08-01,A320,46,64727.15217391304,2977449,173100
BPS -> VCP,2025-08-01,E2,4,51129.0,204516,12251
BPS -> VCP,2025-08-01,E1,1,45841.0,45841,3889
BPS -> VCP,2025-09-01,A320,42,64547.23809523809,2710984,157274
BPS -> VCP,2025-10-01,A320,41,64674.78048780488,2651666,152444
BPS -> VCP,2025-10-01,E2,1,53288.0,53288,3176
BPS -> VCP,2025-11-01,A320,11,65241.0,717651,41584
BPS -> VCP,2025-11-01,E2,3,54199.333333333336,162598,9594
BRA -> CNF,2024-01-01,ATR,10,20995.1,209951,12471
BRA -> CNF,2024-02-01,ATR,27,19903.037037037036,537382,33188
BRA -> CNF,2024-03-01,ATR,33,20917.454545454544,690276,41710
BRA -> CNF,2024-04-01,ATR,29,21916.724137931036,635585,38676
BRA -> CNF,2024-05-01,ATR,42,21152.595238095237,888409,52681
BRA -> CNF,2024-06-01,ATR,44,21392.204545454544,941257,54982
BRA -> CNF,2024-07-01,ATR,24,21913.041666666668,525913,30238
BRA -> CNF,2024-08-01,ATR,42,21849.785714285714,917691,55379
BRA -> CNF,2024-09-01,ATR,38,21252.157894736843,807582,49832
BRA -> CNF,2024-10-01,ATR,28,21263.85714285714,595388,36773
BRA -> CNF,2024-11-01,ATR,26,20649.923076923078,536898,33913
BRA -> CNF,2024-12-01,ATR,28,20552.035714285714,575457,36960
BRA -> CNF,2025-01-01,ATR,24,20988.625,503727,31739
BRA -> CNF,2025-02-01,ATR,25,20877.68,521942,31406
BRA -> CNF,2025-03-01,ATR,29,21426.931034482757,621381,37817
BRA -> CNF,2025-04-01,ATR,20,21511.35,430227,26655
BRA -> CNF,2025-05-01,ATR,24,21302.291666666668,511255,30801
BRA -> CNF,2025-06-01,ATR,24,20667.25,496014,30077
BRA -> CNF,2025-07-01,ATR,28,21211.071428571428,593910,35730
BRA -> CNF,2025-08-01,ATR,26,21557.115384615383,560485,33666
BRA -> CNF,2025-09-01,ATR,24,21709.5,521028,31640
BRA -> CNF,2025-10-01,ATR,18,21734.666666666668,391224,24138
BRA -> CNF,2025-11-01,ATR,8,21469.0,171752,10954
BRC -> CNF,2025-06-01,A320,1,66067.0,66067,8341
BRC -> CNF,2025-07-01,A320,8,69530.875,556247,70167
BRC -> CNF,2025-08-01,A320,6,69674.33333333333,418046,50836
BRC -> VCP,2024-07-01,A320,17,71091.29411764706,1208552,133113
BRC -> VCP,2024-08-01,A320,2,72966.0,145932,16737
BRC -> VCP,2025-06-01,A320,2,69893.0,139786,15131
BRC -> VCP,2025-07-01,A320,19,69619.15789473684,1322764,141960
BRC -> VCP,2025-08-01,A320,14,70068.42857142857,980958,108777
BSB -> CNF,2024-01-01,E2,30,50957.933333333334,1528738,50721
BSB -> CNF,2024-01-01,E1,12,41344.0,496128,26216
BSB -> CNF,2024-01-01,ATR,1,20568.0,20568,822
BSB -> CNF,2024-02-01,E2,55,50528.30909090909,2779057,91549
BSB -> CNF,2024-02-01,E1,4,41015.25,164061,7591
BSB -> CNF,2024-02-01,A320,1,64686.0,64686,2031
BSB -> CNF,2024-02-01,ATR,1,15675.0,15675,777
BSB -> CNF,2024-03-01,E2,48,50740.875,2435562,79763
BSB -> CNF,2024-03-01,E1,6,44449.5,266697,12662
BSB -> CNF,2024-04-01,E2,39,50700.794871794875,1977331,63223
BSB -> CNF,2024-04-01,E1,8,41826.75,334614,15310
BSB -> CNF,2024-04-01,A320,1,58632.0,58632,1905
BSB -> CNF,2024-04-01,ATR,1,22394.0,22394,940
BSB -> CNF,2024-05-01,E2,50,51389.64,2569482,81228
BSB -> CNF,2024-05-01,E1,10,43277.5,432775,20366
BSB -> CNF,2024-06-01,E2,62,51080.72580645161,3167005,100088
BSB -> CNF,2024-06-01,E1,6,44492.5,266955,12658
BSB -> CNF,2024-06-01,A320,1,60927.0,60927,2054
BSB -> CNF,2024-06-01,ATR,1,21810.0,21810,963
BSB -> CNF,2024-07-01,E2,61,51169.11475409836,3121316,97342
BSB -> CNF,2024-07-01,E1,3,44473.0,133419,6264
BSB -> CNF,2024-08-01,E2,65,50876.092307692306,3306946,108390
BSB -> CNF,2024-08-01,E1,16,42043.3125,672693,31019
BSB -> CNF,2024-09-01,E2,60,51502.05,3090123,97279
BSB -> CNF,2024-09-01,E1,27,42999.333333333336,1160982,54947
BSB -> CNF,2024-09-01,A320,2,57364.5,114729,3797
BSB -> CNF,2024-10-01,E2,86,50955.48837209302,4382172,141818
BSB -> CNF,2024-10-01,E1,15,43027.4,645411,30608
BSB -> CNF,2024-10-01,A320,2,50259.5,100519,3384
BSB -> CNF,2024-10-01,ATR,2,18518.0,37036,1741
BSB -> CNF,2024-11-01,E2,75,51065.89333333333,3829942,125178
BSB -> CNF,2024-11-01,E1,10,42931.7,429317,20227
BSB -> CNF,2024-11-01,A320,5,61333.6,306668,10402
BSB -> CNF,2024-11-01,ATR,2,18503.0,37006,1672
BSB -> CNF,2024-12-01,E2,58,51954.58620689655,3013366,98503
BSB -> CNF,2024-12-01,E1,21,44176.71428571428,927711,46169
BSB -> CNF,2024-12-01,A320,7,61163.142857142855,428142,14135
BSB -> CNF,2024-12-01,ATR,1,21818.0,21818,866
BSB -> CNF,2025-01-01,E2,51,49450.313725490196,2521966,84467
BSB -> CNF,2025-01-01,E1,22,43069.77272727273,947535,46024
BSB -> CNF,2025-01-01,A320,4,55163.0,220652,7662
BSB -> CNF,2025-01-01,ATR,3,19564.0,58692,2661
BSB -> CNF,2025-02-01,E2,67,50421.53731343283,3378243,109898
BSB -> CNF,2025-02-01,E1,11,43499.27272727273,478492,22887
BSB -> CNF,2025-02-01,A320,3,54128.666666666664,162386,6146
BSB -> CNF,2025-03-01,E2,61,50732.59016393442,3094688,99582
BSB -> CNF,2025-03-01,E1,10,43842.4,438424,21073
BSB -> CNF,2025-03-01,A320,1,52885.0,52885,1700
BSB -> CNF,2025-04-01,E2,73,51012.602739726026,3723920,118466
BSB -> CNF,2025-04-01,E1,11,43785.27272727273,481638,22945
BSB -> CNF,2025-04-01,A320,1,53173.0,53173,1717
BSB -> CNF,2025-05-01,E2,66,50809.34848484849,3353417,103666
BSB -> CNF,2025-05-01,E1,7,43469.57142857143,304287,13662
BSB -> CNF,2025-05-01,A320,3,57887.333333333336,173662,5322
BSB -> CNF,2025-06-01,E2,62,51173.93548387097,3172784,96661
BSB -> CNF,2025-06-01,E1,12,44192.25,530307,24296
BSB -> CNF,2025-07-01,E2,63,51087.47619047619,3218511,99314
BSB -> CNF,2025-07-01,E1,8,43828.5,350628,15716
BSB -> CNF,2025-07-01,A320,2,60542.5,121085,3698
BSB -> CNF,2025-08-01,E2,56,50695.53571428572,2838950,86022
BSB -> CNF,2025-08-01,E1,9,43339.444444444445,390055,18201
BSB -> CNF,2025-08-01,A320,2,61799.5,123599,4215
BSB -> CNF,2025-09-01,E2,60,50958.95,3057537,94842
BSB -> CNF,2025-09-01,E1,13,43683.153846153844,567881,26357
BSB -> CNF,2025-09-01,A320,4,62771.0,251084,7683
BSB -> CNF,2025-10-01,E2,74,51235.87837837838,3791455,117504
BSB -> CNF,2025-10-01,E1,5,43466.6,217333,9966
BSB -> CNF,2025-11-01,E2,23,51542.0,1185466,37272
BSB -> CNF,2025-11-01,E1,2,42928.0,85856,4160
BSB -> REC,2024-01-01,A320,40,65292.625,2611705,189054
BSB -> REC,2024-02-01,A320,40,63341.8,2533672,179163
BSB -> REC,2024-03-01,A320,53,64168.811320754714,3400947,248267
BSB -> REC,2024-04-01,A320,60,63400.1,3804006,273802
BSB -> REC,2024-05-01,A320,54,64324.148148148146,3473504,245690
BSB -> REC,2024-05-01,A321,1,73972.0,73972,5234
BSB -> REC,2024-06-01,A320,57,64836.47368421053,3695679,260556
BSB -> REC,2024-07-01,A320,57,63544.070175438595,3622012,256038
BSB -> REC,2024-08-01,A320,56,64141.107142857145,3591902,257750
BSB -> REC,2024-08-01,A321,1,69860.0,69860,4767
BSB -> REC,2024-09-01,A320,52,64732.307692307695,3366080,235871
BSB -> REC,2024-10-01,A320,62,65105.209677419356,4036523,285322
BSB -> REC,2024-10-01,E2,2,53537.0,107074,7653
BSB -> REC,2024-11-01,A320,52,65182.96153846154,3389514,241225
BSB -> REC,2024-12-01,A320,52,65619.42307692308,3412210,240902
BSB -> REC,2025-01-01,A320,60,61895.48333333333,3713729,266772
BSB -> REC,2025-01-01,E2,1,53436.0,53436,3798
BSB -> REC,2025-02-01,A320,52,63347.46153846154,3294068,232025
BSB -> REC,2025-03-01,A320,66,63729.77272727273,4206165,298849
BSB -> REC,2025-04-01,A320,66,63497.378787878784,4190827,297611
BSB -> REC,2025-05-01,A320,70,63926.74285714285,4474872,309269
BSB -> REC,2025-06-01,A320,73,64344.41095890411,4697142,327373
BSB -> REC,2025-07-01,A320,68,65060.955882352944,4424145,300427
BSB -> REC,2025-08-01,A320,66,64492.818181818184,4256526,295360
BSB -> REC,2025-09-01,A320,72,64597.15277777778,4650995,323311
BSB -> REC,2025-10-01,A320,63,64658.04761904762,4073457,281640
BSB -> REC,2025-11-01,A320,24,64728.458333333336,1553483,110079
BSB -> VCP,2024-01-01,E2,42,50135.92857142857,2105709,91303
BSB -> VCP,2024-01-01,A320,23,58527.260869565216,1346127,58041
BSB -> VCP,2024-01-01,E1,6,42610.333333333336,255662,16579
BSB -> VCP,2024-02-01,E2,49,51315.5918367347,2514464,109269
BSB -> VCP,2024-02-01,A320,29,59847.89655172414,1735589,76521
BSB -> VCP,2024-02-01,E1,2,41806.5,83613,5188
BSB -> VCP,2024-03-01,E2,63,51199.98412698413,3225599,135315
BSB -> VCP,2024-03-01,A320,16,61012.25,976196,42632
BSB -> VCP,2024-03-01,E1,4,43578.0,174312,11822
BSB -> VCP,2024-03-01,A321,2,72668.5,145337,6135
BSB -> VCP,2024-04-01,E2,62,51009.93548387097,3162616,134624
BSB -> VCP,2024-04-01,A320,20,62392.45,1247849,52673
BSB -> VCP,2024-04-01,E1,6,41605.5,249633,15825
BSB -> VCP,2024-04-01,A321,2,69029.0,138058,6052
BSB -> VCP,2024-05-01,E2,65,51845.64615384615,3369967,140974
BSB -> VCP,2024-05-01,A320,29,62273.10344827586,1805920,71623
BSB -> VCP,2024-05-01,E1,13,43340.153846153844,563422,35774
BSB -> VCP,2024-05-01,A321,1,66378.0,66378,2648
BSB -> VCP,2024-06-01,E2,89,51683.10112359551,4599796,193667
BSB -> VCP,2024-06-01,A320,33,63206.0,2085798,87057
BSB -> VCP,2024-06-01,E1,11,43879.90909090909,482679,30150
BSB -> VCP,2024-06-01,A321,2,69903.5,139807,6121
BSB -> VCP,2024-07-01,E2,107,51950.90654205607,5558747,227397
BSB -> VCP,2024-07-01,A320,25,63310.2,1582755,65626
BSB -> VCP,2024-07-01,E1,6,44548.0,267288,15900
BSB -> VCP,2024-08-01,E2,97,51125.52577319588,4959176,204779
BSB -> VCP,2024-08-01,E1,19,44605.05263157895,847496,52391
BSB -> VCP,2024-08-01,A320,16,59453.25,951252,40285
BSB -> VCP,2024-08-01,A321,1,72071.0,72071,2892
BSB -> VCP,2024-08-01,ATR,1,22061.0,22061,1148
BSB -> VCP,2024-09-01,E2,73,51875.109589041094,3786883,158217
BSB -> VCP,2024-09-01,E1,35,43926.885714285716,1537441,96162
BSB -> VCP,2024-09-01,A320,4,60838.75,243355,10490
BSB -> VCP,2024-09-01,A321,1,64339.0,64339,2582
BSB -> VCP,2024-09-01,ATR,1,20966.0,20966,1267
BSB -> VCP,2024-10-01,E2,95,51445.15789473684,4887290,208883
BSB -> VCP,2024-10-01,E1,17,43999.76470588235,747996,48146
BSB -> VCP,2024-10-01,A320,5,59908.4,299542,13284
BSB -> VCP,2024-11-01,E2,102,51948.69607843137,5298767,228920
BSB -> VCP,2024-11-01,E1,21,44749.42857142857,939738,61068
BSB -> VCP,2024-11-01,A320,5,59784.6,298923,13473
BSB -> VCP,2024-12-01,E2,79,52228.45569620253,4126048,176756
BSB -> VCP,2024-12-01,E1,25,45254.44,1131361,71173
BSB -> VCP,2024-12-01,A320,5,62514.6,312573,13485
BSB -> VCP,2024-12-01,ATR,1,21136.0,21136,1227
BSB -> VCP,2025-01-01,E2,51,51196.35294117647,2611014,113059
BSB -> VCP,2025-01-01,E1,26,43714.653846153844,1136581,72883
BSB -> VCP,2025-01-01,A320,7,56544.142857142855,395809,17724
BSB -> VCP,2025-01-01,ATR,2,17966.0,35932,2455
BSB -> VCP,2025-02-01,E2,63,50922.06349206349,3208090,138916
BSB -> VCP,2025-02-01,A320,39,58697.58974358974,2289206,97431
BSB -> VCP,2025-02-01,E1,10,43910.8,439108,27274
BSB -> VCP,2025-02-01,ATR,1,19292.0,19292,1160
BSB -> VCP,2025-03-01,E2,65,51090.21538461538,3320864,140931
BSB -> VCP,2025-03-01,A320,24,58735.916666666664,1409662,59236
BSB -> VCP,2025-03-01,E1,13,43535.307692307695,565959,37050
BSB -> VCP,2025-04-01,E2,91,51160.41758241758,4655598,199086
BSB -> VCP,2025-04-01,A320,27,59403.555555555555,1603896,67428
BSB -> VCP,2025-04-01,E1,12,43342.0,520104,32290
BSB -> VCP,2025-05-01,E2,74,51001.91891891892,3774142,156433
BSB -> VCP,2025-05-01,A320,29,59819.793103448275,1734774,72973
BSB -> VCP,2025-05-01,E1,5,43964.2,219821,14493
BSB -> VCP,2025-06-01,E2,74,51710.56756756757,3826582,160460
BSB -> VCP,2025-06-01,A320,26,60698.769230769234,1578168,65025
BSB -> VCP,2025-06-01,E1,7,43309.42857142857,303166,19014
BSB -> VCP,2025-06-01,A321,1,59956.0,59956,2434
BSB -> VCP,2025-07-01,E2,65,51602.73846153846,3354178,138369
BSB -> VCP,2025-07-01,A320,25,61591.92,1539798,63824
BSB -> VCP,2025-07-01,E1,11,44948.72727272727,494436,30610
BSB -> VCP,2025-08-01,E2,76,51246.82894736842,3894759,161590
BSB -> VCP,2025-08-01,A320,19,60460.73684210526,1148754,46567
BSB -> VCP,2025-08-01,E1,10,44380.4,443804,27718
BSB -> VCP,2025-09-01,E2,80,51551.3,4124104,173385
BSB -> VCP,2025-09-01,A320,36,60005.944444444445,2160214,90565
BSB -> VCP,2025-09-01,E1,15,43404.2,651063,41407
BSB -> VCP,2025-10-01,E2,86,51556.95348837209,4433898,186868
BSB -> VCP,2025-10-01,A320,20,60942.2,1218844,50534
BSB -> VCP,2025-10-01,E1,18,44521.88888888889,801394,48929
BSB -> VCP,2025-11-01,E2,35,52022.25714285715,1820779,77467
BSB -> VCP,2025-11-01,A320,8,61306.625,490453,20389
BVB -> VCP,2024-01-01,A320,3,66500.33333333333,199501,25535
BVB -> VCP,2024-02-01,A320,2,73510.5,147021,19255
BVB -> VCP,2024-03-01,A320,3,72556.33333333333,217669,27809
BVB -> VCP,2024-04-01,A320,2,71229.0,142458,17842
BVB -> VCP,2024-05-01,A320,3,70990.0,212970,26221
BVB -> VCP,2024-06-01,A320,4,71593.75,286375,34996
BVB -> VCP,2024-07-01,A320,2,72181.5,144363,18130
BVB -> VCP,2024-08-01,A320,2,71712.0,143424,17632
BVB -> VCP,2024-09-01,A320,4,71199.5,284798,34517
BVB -> VCP,2024-10-01,A320,3,72148.66666666667,216446,27149
BVB -> VCP,2024-11-01,A320,7,71657.28571428571,501601,63527
BVB -> VCP,2024-12-01,A320,5,72819.2,364096,45694
BVB -> VCP,2025-01-01,A320,3,72330.33333333333,216991,27565
BVB -> VCP,2025-02-01,A320,4,71815.25,287261,35750
BVB -> VCP,2025-03-01,A320,2,72014.5,144029,17972
BVH -> VCP,2025-03-01,E2,6,53871.833333333336,323231,25237
BVH -> VCP,2025-04-01,E2,7,52426.142857142855,366983,27775
BVH -> VCP,2025-05-01,E2,7,54338.142857142855,380367,28262
BVH -> VCP,2025-06-01,E2,6,54493.0,326958,24012
BVH -> VCP,2025-06-01,E1,1,47434.0,47434,4895
BVH -> VCP,2025-07-01,E2,8,53828.375,430627,31580
BVH -> VCP,2025-08-01,E2,5,54971.0,274855,20105
BVH -> VCP,2025-09-01,E2,8,54275.75,434206,33362
BVH -> VCP,2025-10-01,E2,6,54012.333333333336,324074,25114
BVH -> VCP,2025-11-01,E2,3,54687.666666666664,164063,12097
BYO -> CNF,2024-10-01,E1,1,36929.0,36929,3313
BYO -> VCP,2024-01-01,E1,9,45274.666666666664,407472,27607
BYO -> VCP,2024-01-01,E2,3,48981.666666666664,146945,6989
BYO -> VCP,2024-02-01,E1,11,43584.818181818184,479433,34302
BYO -> VCP,2024-03-01,E1,6,44886.5,269319,18568
BYO -> VCP,2024-04-01,E1,12,44780.666666666664,537368,37296
BYO -> VCP,2024-05-01,E1,10,44724.8,447248,28863
BYO -> VCP,2024-06-01,E1,12,43869.916666666664,526439,35508
BYO -> VCP,2024-07-01,E1,21,43440.71428571428,912255,59657
BYO -> VCP,2024-08-01,E1,8,43934.375,351475,23912
BYO -> VCP,2024-08-01,E2,2,45393.5,90787,4160
BYO -> VCP,2024-09-01,E1,11,43751.63636363636,481268,32774
BYO -> VCP,2024-09-01,E2,1,46802.0,46802,2279
BYO -> VCP,2024-10-01,E1,11,44330.09090909091,487631,33324
BYO -> VCP,2024-10-01,E2,1,48203.0,48203,2212
BYO -> VCP,2024-11-01,E1,11,42630.545454545456,468936,32159
BYO -> VCP,2024-12-01,E1,12,43307.416666666664,519689,35467
BYO -> VCP,2025-01-01,E1,10,44189.1,441891,31291
BYO -> VCP,2025-01-01,E2,1,44187.0,44187,2070
BYO -> VCP,2025-02-01,E1,6,41280.0,247680,17628
BYO -> VCP,2025-02-01,E2,6,49588.833333333336,297533,15275
BYO -> VCP,2025-03-01,E2,9,50807.333333333336,457266,22256
BYO -> VCP,2025-04-01,E2,10,51500.7,515007,24286
BYO -> VCP,2025-04-01,E1,2,43406.5,86813,6460
BYO -> VCP,2025-05-01,E2,10,50517.1,505171,23547
BYO -> VCP,2025-05-01,E1,1,43987.0,43987,3116
BYO -> VCP,2025-06-01,E2,8,49332.375,394659,18262
BYO -> VCP,2025-06-01,E1,1,41447.0,41447,2748
BYO -> VCP,2025-07-01,E2,10,50460.1,504601,22795
BYO -> VCP,2025-07-01,E1,2,44734.0,89468,5966
BYO -> VCP,2025-08-01,E2,9,50751.22222222222,456761,20443
BYO -> VCP,2025-08-01,E1,1,43949.0,43949,2876
BYO -> VCP,2025-09-01,E2,11,50334.0,553674,26180
BYO -> VCP,2025-09-01,E1,1,42595.0,42595,2903
BYO -> VCP,2025-10-01,E2,10,50810.4,508104,23817
BYO -> VCP,2025-11-01,E2,4,50200.5,200802,9127
CAC -> CNF,2024-10-01,E2,1,50135.0,50135,3734
CAC -> VCP,2024-01-01,E2,12,51587.333333333336,619048,22115
CAC -> VCP,2024-01-01,ATR,8,22004.5,176036,8557
CAC -> VCP,2024-01-01,E1,7,43964.28571428572,307750,16525
CAC -> VCP,2024-01-01,A320,5,62810.6,314053,11948
CAC -> VCP,2024-02-01,E2,14,50224.07142857143,703137,26562
CAC -> VCP,2024-02-01,ATR,11,20512.18181818182,225634,11839
CAC -> VCP,2024-02-01,E1,5,44536.4,222682,12198
CAC -> VCP,2024-02-01,A320,2,59852.0,119704,4478
CAC -> VCP,2024-03-01,E2,15,49298.6,739479,29166
CAC -> VCP,2024-03-01,E1,11,44158.545454545456,485744,25622
CAC -> VCP,2024-03-01,ATR,5,21302.6,106513,5102
CAC -> VCP,2024-03-01,A320,4,62340.0,249360,9284
CAC -> VCP,2024-04-01,E1,13,44803.230769230766,582442,32141
CAC -> VCP,2024-04-01,E2,11,50133.36363636364,551467,20636
CAC -> VCP,2024-04-01,ATR,4,21203.75,84815,4042
CAC -> VCP,2024-05-01,E2,25,51037.84,1275946,45538
CAC -> VCP,2024-05-01,E1,6,43335.5,260013,13544
CAC -> VCP,2024-05-01,A320,4,63287.25,253149,8850
CAC -> VCP,2024-06-01,E2,30,51331.13333333333,1539934,54200
CAC -> VCP,2024-06-01,E1,11,42836.63636363636,471203,25715
CAC -> VCP,2024-06-01,A320,3,62872.0,188616,6797
CAC -> VCP,2024-06-01,ATR,2,20737.0,41474,1941
CAC -> VCP,2024-07-01,E2,30,51121.566666666666,1533647,54023
CAC -> VCP,2024-07-01,E1,4,44670.0,178680,9732
CAC -> VCP,2024-07-01,A320,2,63337.5,126675,4360
CAC -> VCP,2024-07-01,ATR,2,20896.0,41792,1976
CAC -> VCP,2024-08-01,E2,42,50387.09523809524,2116258,74915
CAC -> VCP,2024-08-01,E1,14,42785.07142857143,598991,32220
CAC -> VCP,2024-08-01,A320,2,61867.0,123734,4352
CAC -> VCP,2024-08-01,ATR,2,20595.5,41191,2027
CAC -> VCP,2024-09-01,E2,26,50961.96153846154,1325011,47247
CAC -> VCP,2024-09-01,E1,21,43253.04761904762,908314,49162
CAC -> VCP,2024-09-01,A320,2,60347.0,120694,4311
CAC -> VCP,2024-09-01,ATR,1,19983.0,19983,1010
CAC -> VCP,2024-10-01,E2,27,51368.07407407407,1386938,50975
CAC -> VCP,2024-10-01,E1,17,43020.05882352941,731341,40838
CAC -> VCP,2024-10-01,A320,2,62268.0,124536,4287
CAC -> VCP,2024-10-01,ATR,1,21579.0,21579,977
CAC -> VCP,2024-11-01,E2,23,50694.34782608696,1165970,43275
CAC -> VCP,2024-11-01,ATR,11,21127.18181818182,232399,11512
CAC -> VCP,2024-11-01,E1,9,42544.11111111111,382897,21078
CAC -> VCP,2024-11-01,A320,1,59204.0,59204,2240
CAC -> VCP,2024-12-01,E1,19,43826.36842105263,832701,46281
CAC -> VCP,2024-12-01,ATR,11,21543.454545454544,236978,11462
CAC -> VCP,2024-12-01,E2,10,52344.1,523441,19176
CAC -> VCP,2025-01-01,E1,25,43183.8,1079595,60493
CAC -> VCP,2025-01-01,E2,8,50440.125,403521,14859
CAC -> VCP,2025-01-01,ATR,4,21620.75,86483,4137
CAC -> VCP,2025-02-01,E2,28,50583.71428571428,1416344,55124
